720;311001019312;COLEGIO PARROQUIAL SAN JUAN DE LA CRUZ;COLEGIO PARROQUIAL SAN JUAN DE LA CRUZ;KR 79 # 42 C - 37 SUR;KR 79 42 C 37 SUR;VAL DIR;4.61897303127065;-74.1630468688047;VAL COORD
721;311001024391;COLEGIO SAN RAFAEL;COLEGIO SAN RAFAEL;TV 72 C BIS # 44 - 03 SUR;TV 72 C BIS 44 03 SUR;VAL DIR;4.600983774488746;-74.14755302725904;VAL COORD
722;311001026327;COLEGIO MI SEGUNDO HOGAR;COLEGIO MI SEGUNDO HOGAR;CL 37 D SUR # 72 H - 59;CL 37 D SUR 72 H 59;VAL DIR;4.611544662273639;-74.14195107405685;VAL COORD
723;311001026513;COLEGIO SANTO DOMINGO;COLEGIO SANTO DOMINGO;KR 72 P # 38 A - 17 SUR;KR 72 P 38 A 17 SUR;VAL DIR;4.6148434447534195;-74.14679633154095;VAL COORD
725;311001027803;UNIDAD EDUCATIVA JEAN PIAGET;UNIDAD EDUCATIVA JEAN PIAGET;CL 2 B # 70 - 57;CL 2 B 70 57;VAL DIR;4.624335287456893;-74.13212941812267;VAL COORD
726;311001028184;LICEO EUCARISTICO MIXTO;LICEO EUCARISTICO MIXTO;CL 35 C SUR # 79 - 27;CL 35 C SUR 79 27;VAL DIR;4.6273575709568755;-74.15445597921729;VAL COORD
727;311001029288;LICEO NORDAM;LICEO NORDAM;KR 74 # 5 - 65;KR 74 5 65;VAL DIR;4.629248679616024;-74.14382416068095;VAL COORD
728;311001029407;COLEGIO NUEVA GENERACION DUMBO;COLEGIO NUEVA GENERACION DUMBO;CL 4 # 70 C - 48;CL 4 70 C 48;VAL DIR;4.626952923294111;-74.13319823286838;VAL COORD
729;311001029521;LICEO REYNEL;LICEO REYNEL;CL 39 SUR # 68 F - 15;CL 39 SUR 68 F 15;VAL DIR;4.602558348556994;-74.13860850964772;VAL COORD
730;311001029971;INSTITUTO DE EDUCACION MEDIA EMAUS;INSTITUTO DE EDUCACION MEDIA EMAUS;KR 78 P # 39 - 52 SUR;KR 78 P 39 52 SUR;VAL DIR;4.623494376155795;-74.15666372130667;VAL COORD
731;311001030359;LICEO ROZFORD;LICEO ROZFORD;CL 33 A SUR # 73 F - 14;CL 33 A SUR 73 F 14;VAL DIR;4.6234087714233665;-74.14622691191133;VAL COORD
732;311001030391;LICEO PI�EROS CORTES;LICEO PI�EROS CORTES;CL 2 BIS # 73 C - 55;CL 2 BIS 73 C 55;VAL DIR;4.624841642643593;-74.14341490267144;VAL COORD
733;311001030499;INSTITUTO EXPERIMENTAL DE ENSE�ANZA PRACTICA;INSTITUTO EXPERIMENTAL DE ENSE�ANZA PRACTICA;KR 79 C # 42 A - 04 SUR;KR 79 C 42 A 04 SUR;VAL DIR;4.620604010862773;-74.16246865036231;VAL COORD
735;311001030928;JARDIN INFANTIL NUESTRO HONGUITO;JARDIN INFANTIL NUESTRO HONGUITO;CL 5 B # 68 F - 23;CL 5 B 68 F 23;VAL DIR;4.62786737354195;-74.12826832326364;VAL COORD
736;311001032131;COLEGIO NUESTRA SE�ORA DE LORETO;COLEGIO NUESTRA SE�ORA DE LORETO;KR 78 H # 56 B - 26 SUR;KR 78 H 56 B 26 SUR;VAL DIR;4.608846306062393;-74.17235849256889;VAL COORD
737;311001032572;GIMNASIO IMPERIAL IGNACIA CAMACHO DE CIFUENTES;GIMNASIO IMPERIAL IGNACIA CAMACHO DE CIFUENTES;KR 79 C # 55 - 17 SUR;KR 79 C 55 17 SUR;VAL DIR;4.612919372773632;-74.17376933919064;VAL COORD
738;311001032823;LICEO MARIA VICTORIA;LICEO MARIA VICTORIA;CL 49 C SUR # 78 N - 51;CL 49 C SUR 78 N 51;VAL DIR;4.614790235168954;-74.16866827880294;VAL COORD
739;311001033170;LICEO PSICOPEDAGOGICO INFANTIL CELESTIN FREINET;LICEO PSICOPEDAGOGICO INFANTIL CELESTIN FREINET;CL 18 SUR # 68 H - 46;CL 18 SUR 68 H 46;VAL DIR;4.614640249713136;-74.12887235756898;VAL COORD
740;311001033277;LICEO LUTHER KING;LICEO LUTHER KING;CL 51 SUR # 78 P - 34;CL 51 SUR 78 P 34;VAL DIR;4.61462552640433;-74.1693718229877;VAL COORD
741;311001033307;COLEGIO SAN JUAN DE MAYORGA;COLEGIO SAN JUAN DE MAYORGA;CL 7 A # 70 B - 54;CL 7 A 70 B 54;VAL DIR;4.632448908591017;-74.13216454945461;VAL COORD
742;311001033374;COLEGIO SUPERIOR DE OCCIDENTE;COLEGIO SUPERIOR DE OCCIDENTE;KR 86 F # 38 A - 22 SUR;KR 86 F 38 A 22 SUR;VAL DIR;4.635336814203108;-74.16431555018649;VAL COORD
743;311001033439;LICEO NUESTRA SE�ORA DE TORCOROMA;LICEO NUESTRA SE�ORA DE TORCOROMA;TV 68 G # 35 A - 15 SUR;TV 68 G 35 A 15 SUR;VAL DIR;4.608118512514711;-74.13550390041752;VAL COORD
744;311001033480;COLEGIO LAZARILLO DE TORMES;COLEGIO LAZARILLO DE TORMES;CL 51 A SUR # 78 G - 11;CL 51 A SUR 78 G 11;VAL DIR;4.61115842353413;-74.1679998921421;VAL COORD
745;311001033510;COLEGIO SAN BONIFACIO;COLEGIO SAN BONIFACIO;CL 38 C SUR # 87 D - 14;CL 38 C SUR 87 D 14;VAL DIR;4.636785031410415;-74.16568199717487;VAL COORD
746;311001033579;INSTITUTO TENERIFE;INSTITUTO TENERIFE;CL 56 A SUR # 78 N - 51;CL 56 A SUR 78 N 51;VAL DIR;4.611182024579021;-74.17354445822446;VAL COORD
747;311001035253;COLEGIO EL DUQUE DE RIVAS;COLEGIO EL DUQUE DE RIVAS;KR 80 H # 50 A - 09 SUR;KR 80 H 50 A 09 SUR;VAL DIR;4.619305627358462;-74.17264739415569;VAL COORD
748;311001035806;LICEO NUEVA BRITALIA;LICEO NUEVA BRITALIA;CL 47 B SUR # 81 H - 35;CL 47 B SUR 81 H 35;VAL DIR;4.623725356852876;-74.17240536455184;VAL COORD
749;311001036314;COLEGIO COLOMBO ITALIANO MICHELANGELO;COLEGIO COLOMBO ITALIANO MICHELANGELO;AV PRIMERO DE MAYO # 69 C - 80;AV PRIMERO DE MAYO 69 C 80;VAL DIR;4.61563107257755;-74.1365481742897;VAL COORD
750;311001036519;LICEO LEANDRO CONCHA;LICEO LEANDRO CONCHA;CL 51 SUR # 78 L - 79;CL 51 SUR 78 L 79;VAL DIR;4.61406077343389;-74.16966579983257;VAL COORD
751;311001036811;GIMNASIO MODERNO DEL PRADO;GIMNASIO MODERNO DEL PRADO ;KR 88 # 38 A - 18 SUR;KR 88 38 A 18 SUR;VAL DIR;4.637670914485366;-74.16625692147424;VAL COORD
752;311001036900;COLEGIO CIUDAD PATIO BONITO;COLEGIO CIUDAD PATIO BONITO;KR 87 F # 34 B - 21 SUR;KR 87 F 34 B 21 SUR;VAL DIR;4.638241878541892;-74.16397810555361;VAL COORD
753;311001038376;COLEGIO ALMENAR;COLEGIO ALMENAR;KR 80 C # 45 - 21 SUR;KR 80 C 45 21 SUR;VAL DIR;4.620992635299164;-74.1677222368576;VAL COORD
755;311001039127;JARDIN INFANTIL LOS PRINCIPES DEL CONDADO;JARDIN INFANTIL LOS PRINCIPES DEL CONDADO;KR 78 # 7 B - 05;KR 78 7 B 05;VAL DIR;4.636782707886669;-74.14285836283523;VAL COORD
756;311001039747;COLEGIO ALEXANDER FLEMING;COLEGIO ALEXANDER FLEMING;KR 78 K # 57 H - 22 SUR;KR 78 K 57 H 22 SUR;VAL DIR;4.607947564364199;-74.17513857665911;VAL COORD
757;311001039879;COLEGIO TAYRONA;COLEGIO TAYRONA;CL 3 # 86 D - 30;CL 3 86 D 30;VAL DIR;4.640471764059636;-74.15830242743989;VAL COORD
759;311001039984;INSTITUTO CULTURAL CIUDAD KENNEDY;INSTITUTO CULTURAL CIUDAD KENNEDY;KR 73 A BIS # 35 C - 04 SUR;KR 73 A BIS 35 C 04 SUR;VAL DIR;4.619261290564555;-74.14573031185567;VAL COORD
760;311001040028;GIMNASIO LAS AMERICAS;GIMNASIO LAS AMERICAS;KR 71 C # 5 B - 15;KR 71 C 5 B 15;VAL DIR;4.628777274153793;-74.13564035992003;VAL COORD
761;311001040303;LICEO COSTA DE MARFIL;LICEO COSTA DE MARFIL;CL 42 F SUR # 78 F - 61;CL 42 F SUR 78 F 61;VAL DIR;4.61465559333868;-74.16134894072658;VAL COORD
762;311001040346;COLEGIO NUEVO LICEO ACADEMICO;COLEGIO NUEVO LICEO ACADEMICO;CL 8 SUR # 68 F - 17;CL 8 SUR 68 F 17;VAL DIR;4.617820632162957;-74.12920170242737;VAL COORD
763;311001040401;COLEGIO DE FORMACION INTEGRAL MUNDO NUEVO;COLEGIO DE FORMACION INTEGRAL MUNDO NUEVO;TV 74 # 40 I - 51 SUR;TV 74 40 I 51 SUR;VAL DIR;4.612733644403658;-74.15533847876648;VAL COORD
764;311001040923;JARDIN INFANTIL RISITAS;JARDIN INFANTIL RISITAS;KR 68 BIS # 9 B - 05/09/17 SUR -- CL 10 SUR # 68 - 28 -- CL 9 B # 68 - 33;KR 68 BIS 9 B 10 SUR;VAL DIR;4.61716387878365;-74.1268952676764;VAL COORD
765;311001041041;LICEO VISION DE COLOMBIA;LICEO VISION DE COLOMBIA;KR 79 B # 14 B - 32;KR 79 B 14 B 32;VAL DIR;4.651471450666138;-74.13408554038823;VAL COORD
766;311001041148;LICEO INTEGRAL SANTO TOMAS;LICEO INTEGRAL SANTO TOMAS;CL 1 SUR # 86 - 30;CL 1 SUR 86 30;VAL DIR;4.638920754342983;-74.1591073867168;VAL COORD
767;311001041407;JARDIN INFANTIL MELANIE KLEIN;JARDIN INFANTIL MELANIE KLEIN;CL 7 A BIS # 72 B - 30;CL 7 A BIS 72 B 30;VAL DIR;4.6339283223615;-74.1390731699146;VAL COORD
768;311001041806;LICEO SAMARIO;LICEO SAMARIO;KR 74 # 42 C - 80 SUR;KR 74 42 C 80 SUR;VAL DIR;4.610358014617312;-74.15778479164406;VAL COORD
769;311001041873;LICEO NUESTRA SE�ORA DE LAS NIEVES;LICEO NUESTRA SE�ORA DE LAS NIEVES;CL 38 C SUR # 87 F - 30;CL 38 C SUR 87 F 30;VAL DIR;4.637277319085439;-74.16606205367147;VAL COORD
770;311001042276;COLEGIO LUTERANO SAN LUCAS;COLEGIO LUTERANO SAN LUCAS;CL 35 A SUR # 78 I - 21;CL 35 A SUR 78 I 21;VAL DIR;4.625032925005375;-74.15134074784139;VAL COORD
771;311001042497;LICEO CASTILLA DE ORO;LICEO CASTILLA DE ORO;KR 68 C # 8 - 19 SUR;KR 68 C 8 19 SUR;VAL DIR;4.617784618072048;-74.12814640515818;VAL COORD
772;311001042659;LICEO CAROLINA DEL SUR 2;LICEO CAROLINA DEL SUR 2;CL 48 A SUR # 78 N - 38;CL 48 A SUR 78 N 38;VAL DIR;4.615630866033927;-74.16739487879622;VAL COORD
773;311001042713;LICEO INFANTIL SAN CLEMENTE;LICEO INFANTIL SAN CLEMENTE;TV 78 I # 41 D - 53 SUR;TV 78 I 41 D 53 SUR;VAL DIR;4.617389169937865;-74.15933281141042;VAL COORD
774;311001042934;COLEGIO ANTARES;COLEGIO ANTARES;KR 68 G # 39 D - 25 SUR;KR 68 G 39 D 25 SUR;VAL DIR;4.6022844446229865;-74.14025018051201;VAL COORD
775;311001043132;JARDIN INFANTIL EL REFUGIO DE HEIDY;JARDIN INFANTIL EL REFUGIO DE HEIDY;DG 5 A # 74 - 21;DG 5 A 74 21;VAL DIR;4.62616900570631;-74.14413098828547;VAL COORD
776;311001043728;INSTITUTO YOLKIN;INSTITUTO YOLKIN;CL 56 SUR # 80 A - 06;CL 56 SUR 80 A 06;VAL DIR;4.61457079841603;-74.17570114273474;VAL COORD
777;311001043736;INSTITUTO RENATO DESCARTES;INSTITUTO RENATO DESCARTES;CL 3 # 78 G - 50;CL 3 78 G 50;VAL DIR;4.629196346429513;-74.14749310490083;VAL COORD
778;311001043833;INSTITUTO COMERCIAL LORETO SEDE B;INSTITUTO COMERCIAL LORETO SEDE B;CL 43 SUR # 72 M - 39;CL 43 SUR 72 M 39;VAL DIR;4.6052624166372125;-74.15278988287022;VAL COORD
779;311001044830;JARDIN INFANTIL ESOPO;JARDIN INFANTIL ESOPO;KR 79 C # 42 D - 02 SUR;KR 79 C 42 D 02 SUR;VAL DIR;4.619930853020868;-74.16365840373338;VAL COORD
780;311001045071;COLEGIO EL GRAN BRITALIA;COLEGIO EL GRAN BRITALIA;CL 54 SUR # 81 H - 15;CL 54 SUR 81 H 15;VAL DIR;4.620299103922117;-74.17732800425105;VAL COORD
782;311001045348;COLEGIO CALIMA;COLEGIO CALIMA;KR 81 B # 53 A - 09 SUR;KR 81 B 53 A 09 SUR;VAL DIR;4.618906411162199;-74.17564769996301;VAL COORD
783;311001046123;JARDIN INFANTIL PSICOPEDAGOGICO ESTIMULACION TEMPRANA EDUCACION PERSONALIZADA;JARDIN INFANTIL PSICOPEDAGOGICO ESTIMULACION TEMPRANA EDUCACION PERSONALIZADA;AV LAS AMERICAS # 73 - 61;AV AMERICAS 73 61;VAL DIR;4.63037707910334;-74.1413259150557;VAL COORD
786;311001047120;JARDIN INFANTIL JARDINERITOS;JARDIN INFANTIL JARDINERITOS;CL 43 SUR # 72 K - 48;CL 43 SUR 72 K 48;VAL DIR;4.605007434290367;-74.15134923135533;VAL COORD
787;311001047421;COLEGIO LOS PEQUE�OS INFANTES;COLEGIO LOS PEQUE�OS INFANTES;KR 79 D # 35 B - 04 SUR;KR 79 D 35 B 04 SUR;VAL DIR;4.628332357601336;-74.1551852175035;VAL COORD
790;311001050201;GIMNASIO PSICOPEDAGOGICO REYES GOMEZ;GIMNASIO PSICOPEDAGOGICO REYES GOMEZ;TV 72 B # 11 C - 83;TV 72 B 11 C 83;VAL DIR;4.64525884854776;-74.13379893510069;VAL COORD
791;311001050252;LICEO MAYOR ANDINO;LICEO MAYOR ANDINO;DG 10 B # 78 - 04;DG 10 B 78 04;VAL DIR;4.643061350008106;-74.13846201436442;VAL COORD
792;311001050295;LICEO VIDA INFANTIL;LICEO VIDA INFANTIL;CL 57 A SUR # 78 J - 04;CL 57 A SUR 78 J 04;VAL DIR;4.609336393588846;-74.17308860311981;VAL COORD
793;311001065161;JARDIN ESCENAS INFANTILES;JARDIN ESCENAS INFANTILES;KR 72 M # 38 B - 45 SUR;KR 72 M 38 B 45 SUR;VAL DIR;4.612864383352545;-74.14614522056303;VAL COORD
794;311001075051;LICEO SANTA TERESITA DE LISIEUX;LICEO SANTA TERESITA DE LISIEUX;CL 11 A BIS # 73 A - 27;CL 11 A BIS 73 A 27;VAL DIR;4.643990791290258;-74.1367095243618;VAL COORD
796;311001075441;COLEGIO JAZMIN OCCIDENTAL;COLEGIO JAZMIN OCCIDENTAL;CL 42 G SUR # 97 B - 04 -- CL 40 SUR # 90 B - 21;CL 42 G SUR 97 B 04;VAL DIR;4.644660764449599;-74.17832933391622;VAL COORD
797;311001075506;LICEO PSICOPEDAGOGICO NUEVA CASTILLA;LICEO PSICOPEDAGOGICO NUEVA CASTILLA;CL 9 # 78 C - 05;CL 9 78 C 05;VAL DIR;4.641891522525883;-74.14105576083655;VAL COORD
798;311001075671;JARDIN PSICOPEDAGOGICO DINNY LENNY;JARDIN PSICOPEDAGOGICO DINNY LENNY;CL 21 SUR # 68 F - 40;CL 21 SUR 68 F 40;VAL DIR;4.613180828780169;-74.12966915270223;VAL COORD
799;311001075972;JARDIN INFANTIL POMPIN Y TATARIN;JARDIN INFANTIL POMPIN Y TATARIN;CL 8 # 69 F - 22;CL 8 69 F 22;VAL DIR;4.633623987616948;-74.13018407489564;VAL COORD
