262;HOTEL CHICO IMPERIAL SUITES;KR 19 C 91 63;KR 19 C 91 63;VAL DIR;4.6779652968427525;-74.05709842946759;VAL COORD
263;HOTEL LA FONT;KR 16 86 A 32;KR 16 86 A 32;VAL DIR;4.672226782540142;-74.05476537745842;VAL COORD
264;SUITES REAL 85;KR 18 84 56;KR 18 84 56;VAL DIR;4.670281846187172;-74.05701630284982;VAL COORD
265;HOTEL EXCELSIOR BOGOT�;KR 14 86 A 96;KR 14 86 A 96;VAL DIR;4.671506097980326;-74.05357602025133;VAL COORD
266;HOTEL BOHEME ROYAL;CL 82 12 35;CL 82 12 35;VAL DIR;4.66654511678498;-74.0544650533027;VAL COORD
267;HOTEL ANDINO ROYAL;CL 85 12 28;CL 85 12 28;VAL DIR;4.66861507670573;-74.0526214025828;VAL COORD
269;CROWNE PLAZA TEQUENDAMABOGOT� (HOTEL TEQUENDAMA);KR 10 26 21;KR 10 26 21;VAL DIR;4.61198372497338;-74.071216347347;VAL COORD
272;SUITE LUGANO IMPERIAL & CIA LTDA.;CL 70 A 7 62;CL 70 A 7 62;VAL DIR;4.654228644739275;-74.05683224197126;VAL COORD
273;HOTEL CASA MEDINA;KR 7 69 A 22;KR 7 69 A 22;VAL DIR;4.65241981914047;-74.0565850845073;VAL COORD
274;EMAUS BOGOT�;KR 4 69 A 46;KR 4 69 A 46;VAL DIR;4.651110649934161;-74.05396144159991;VAL COORD
275;HOTEL ABC 7 AVENIDA;KR 7 47 63;KR 7 47 63;VAL DIR;4.6343000894524;-74.0639511079566;VAL COORD
277;HOTEL L�TOILE;KR 7 43 47;KR 7 43 47;VAL DIR;4.63067443588318;-74.0645978350272;VAL COORD
278;HOTEL PORTON BOGOT�;CL 84 7 65;CL 84 7 65;VAL DIR;4.66437062586787;-74.0481975774778;VAL COORD
279;MORRISON HOTEL;CL 84 BIS 13 54;CL 84 BIS 13 54;VAL DIR;4.6690486553517605;-74.05440042891676;VAL COORD
280;HOTEL RETIRO 84;CL 84 9 95;CL 84 9 95;VAL DIR;4.6663770341597415;-74.05082259448872;VAL COORD
282;ROYAL PARK METROTEL;CL 74 13 27;CL 74 13 27;VAL DIR;4.66027250533427;-74.0594253515749;VAL COORD
283;HOTEL CONFORT 80;KR 16 A 79 85;KR 16 A 79 85;VAL DIR;4.666884979693608;-74.05847653705572;VAL COORD
284;HOTEL EMBASSY SUITES ROSALES BOGOT� BY HILTON;CL 70 6 22;CL 70 6 22;VAL DIR;4.652576945274204;-74.05578985050587;VAL COORD
