CARRERA 13 NO 83 - 34;KR 13 83 34
CENTRO COMERCIAL CALIMA AVENIDA CALLE 19 NO 28 - 80 LOCAL R-23;AC 19 28 80
CARRERA 11 A NO 93 B - 27;KR 11 A 93 B 27
AVENIDA CARRERA 11 NO 93 - 77;AK 11 93 77
CARRERA 4 A NO 26D - 90;KR 4 A 26 D 90
AVENIDA 19 NO 147 - 30;AV 19 147 30
CARRERA 12 A NO 83 - 23;KR 12 A 83 23
CENTRO COMERCIAL CENTRO MAYOR CALLE 38 A SUR NO 34 D - 51 LOCAL 3051 LOCAL 3052;CL 38 A SUR 34 D 51
CARRERA 7 NO 32  - 48;KR 7 32 48
CARRERA 4 NO 15 - 01;KR 4 15 01
CARRERA 4 A NO 27 - 04;KR 4 A 27 04
CARRERA 6 NO 69 A - 34;KR 6 69 A 34
CALLE 93 B NO 13 - 61 LOCAL 2;CL 93 B 13 61
CENTRO COMERCIAL HACIENDA SANTA BARBARA CARRERA 7 NO 115 - 60 LC 303 - 304 - 305 - 306 - 307 - 308 ;KR 7 115 60
CENTRO COMERCIAL SAN MARTIN CARRERA 7 NO 32  - 16 LOCAL 402;KR 7 32 16
CARRERA 7 NO 16 - 49;KR 7 16 49
CENTRO COMERCIAL CAFAM FLORESTA AVENIDA CARRERA 68 NO 90 - 88 LOCAL 2 011 ;AK 68 90 88
CENTRO COMERCIAL AVENIDA DE LAS AMERICAS NO 62 - 84 LOCAL 388;AV AMERICAS 62 84
AEROPUERTO ELDORADO T2 ZONA INTERNACIONAL;
CARRERA 13 NO 85 - 25;KR 13 85 25
CALLE 93 B NO 11 A - 34;CL 93 B 11 A 34
CALLE 85 NO 12 - 49;CL 85 12 49
CALLE 118 NO 6 A - 40;CL 118 6 A 40
CALLE 70 NO 4 - 69;CL 70 4 69
