93;15882;Hamburguesas el Corral San Martin;Centro Comercial San Martin Carrera 7 No 32 - 16 Local 409;NR;Santafe;www.elcorral.com;KR 7 32 16;4.6187911434481;-74.0680148459726
94;15884;Corral Gourmet Zona G;Calle 69 A No 5 - 09;217 11 23 - ;Chapinero;www.elcorralgourmet.com;CL 69 A 5 09;4.651371260443724;-74.05551482794749
96;16239;Restaurante Gato Negro;Calle 93 A No 11 A - 47;622 33 15 - ;Chapinero;www.restaurantegatonegro.com.co;CL 93 A 11 A 47;4.676028571623538;-74.04828733356683
97;16463;Corral Gourmet La Candelaria;Calle 11 No 5 - 60;334 85 67 - ;Candelaria;www.elcorralgourmet.com;CL 11 5 60;4.59747436233786;-74.0740130807392
98;16701;LA Brasa Roja Pepe Sierra;Avenida 19 No 116 - 40;629 02 57 - ;Usaquen;labrasaroja.com;AV 19 116 40;4.69897635983;-74.0497128017131
99;16927;Sopas de Mama y Postres de la Abuela Sucursal el Retiro;Carrera 9 No 81 A - 09;658 48 90 - ;Chapinero;www.sopasypostres.com.co;KR 9 81 A 09;4.6644334574461865;-74.05155261165353
100;16928;Sopas de Mama y Postres de la Abuela - sucursal salitre;Avenida El Dorado No 68C - 61 Local 1-24;658 48 89 - ;Fontibon;www.sopasypostres.com.co;AV EL DORADO 68 C 61;4.65662365687163;-74.1061984992096
102;16931;Sopas de Mama y Postres de la Abuela Sucursal Quinta Camacho;Calle 71 No 10 - 73;658 48 95 - ;Chapinero;www.sopasypostres.com.co;CL 71 10 73;4.655962603754911;-74.05918566010794
103;16933;Sopas de Mama y Postres de la Abuela Sucursal Plaza de Bolivar;Carrera 9 No 10 - 59 ;658 48 94 - ;Candelaria;www.sopasypostres.com.co;KR 9 10 59;4.599163358848991;-74.07747116778596
104;17422;Restaurante Wok;Carrera 6 BIS 29 -  07;287 31 94 - ;Santafe;www.wok.com.co;KR 6 BIS 29 07;4.616130124236476;-74.06833520842378
105;17576;La Biferia;Calle 29 Bis No 6 - 12;245 83 88 - 314 414 24 03;Santafe;labiferia.squarespace.com;CL 29 BIS 6 12;4.61590656171572;-74.0675334734314
106;17692;Hamburguesas el Corral La Candelaria;Calle 11 No 2 - 16;NR;Candelaria;www.elcorral.com;CL 11 2 16;4.595704359878538;-74.07088389621903
107;17697;Hamburguesas el Corral Plaza 39;Avenida Calle 39 No 7 - 40 Local 233;NR;Chapinero;www.elcorral.com;AC 39 7 40;4.6263706332793335;-74.06590572213042
109;18235;Frisby G17;Calle 71 No 9 -  21 / 39 LC 1  Plazoleta Quinta de Camacho;01 800 939 000 - ;Chapinero;www.frisby.com.co;CL 71 9 21;4.65513403136615;-74.05795015810466
110;18694;Crepes & Waffles;Carrera 6 No 119  -  56;676 76 00 Extension 733 - ;Usaquen;www.Crepesywaffles.com;KR 6 119 56;4.695881797946535;-74.03000243497723
111;18832;Hamburguesas el Corral Avenida Chile;Calle 73 No 10 - 83 Local 6 y 7;NR;Chapinero;www.elcorral.com;CL 73 10 83;4.65794218746265;-74.0576241767637
113;19006;Osaki USAQUEN;Calle 118 No 6 A - 09;NR;Usaquen;www.osaki.com.co;CL 118 6 A 09;4.69493772713982;-74.0315360718227
114;19007;Central Cevicheria;Carrera 13 No 85 - 14;644 77 66 - ;Chapinero;www.centralcevicheria.com;KR 13 85 14;4.6692841098655675;-74.05343411877554
115;19008;Osaki;Calle 71 No 5 - 10;NR;Chapinero;www.osaki.com.co;CL 71 5 10;4.6534896122424225;-74.05422631227253
116;19009;Osaki  93;Carrera 11 A No 93 A - 46 Local 101;NR;Chapinero;www.osaki.com.co;KR 11 A 93 A 46;4.676336146448512;-74.04735206570163
117;19071;Abasto Cafe & Despensa;Carrera 6 A No 119 B 52;215 12 86 - 215 12 86;Usaquen;NR;KR 6 A 119 B 52;4.69667301622454;-74.0304894247675
118;19082;Andres D.C;Calle 82 No 12 - 21;863 78 80 - ;Chapinero;www.andrescarnederes.com;CL 82 12 21;4.666390141010465;-74.05449090132512
119;19118;Boca Cocina Latina;Carrera 10 No 27 - 51 Local 174 Edificio Residencias Tequendama Norte;596 79 99 - ;Santafe;www.bocacocinalatina.com;KR 10 27 51;4.61450419678762;-74.0696619581697
120;19123;Punto Rapido Puente Aereo;Avenida calle 26 No 106 - 28 Puente Aereo  Local 207;413 88 84 - ;Fontibon;NR;AC 26 106 28;4.692170884807782;-74.13397932248007
121;19200;Hamburguesas el Corral Parque 97;Avenida 19 No 97 - 05 Local 1-2;NR;Chapinero;www.elcorral.com;AV 19 97 05;4.68417014464865;-74.052524698806
122;19916;Diana Garcia Chef en Movimiento;Carrera 7 No 70 - 94;235 68 05 - 321 34 31;Chapinero;www.restaurantedianagarcia.com;KR 7 70 94;4.65342218133671;-74.0559901487123
123;20391;Brasa Roja Plaza De Las Americas;Centro Comercial Plaza de Las Americas Carrera 71 D No 6 - 94 Sur Local 2905;NR;Kennedy;labrasaroja.com;KR 71 D 6 94 SUR;4.618832129117629;-74.13531740938949
124;21038;Brasa Roja World Trade Center;Avenida Calle 100 No 8A - 55 Local 140/41/42;NR;Chapinero;labrasaroja.com;AC 100 8 A 55;4.6811721589181;-74.0412271476979
125;21289;El Carnal;Carrera 12 No 83  -  47;NR;Chapinero;elcarnal.com.co;KR 12 83 47;4.667591411908926;-74.053370896306
126;21311;TGI Fridays ;Calle 93A No 11 - 27;601 90 90 Extension 105 - ;Chapinero;www.fridayscolombia.com.co;CL 93 A 11 27;4.675587473845093;-74.04743974761215
127;21515;Brasa Roja Centro Comercial San Martin;Centro Comercial San Martin Carrera 7 No 32 - 16 Local 404;NR;Santafe;labrasaroja.com;KR 7 32 16;4.6187911434481;-74.0680148459726
128;21570;La Despensa de Rafael;Calle 70 A No 9 - 95;235 88 91 - 248 19 97;Chapinero;www.rafaelosterling.pe/es/la-despensa.html;CL 70 A 9 95;4.65495173634965;-74.0586881998367
129;21571;Rafael Restaurant;Calle 70 No 4 - 63;255 41 38 - ;Chapinero;www.rafaelosterling.pe/es/bogota.html;CL 70 4 63;4.65147248266212;-74.05473723243803
130;21587;Restaurante 69 Oyster Bar;Calle 69A No 5 - 59 Interior 1;249 04 26 - ;Chapinero;NR;CL 69 A 5 59;4.651586376597388;-74.05587085138211
132;21658;Hamburguesas el Corral Edificio Continental;Avenida Jimenez No 4 - 16 Local 21 Mezzanine;NR;Candelaria;www.elcorral.com;AV JIMENEZ 4 16;4.60097427371671;-74.0702588642085
133;21678;teriyki Sushi Bar;Carrera 13 No 93 - 71;617 02 54 - ;Chapinero;www.teriyaki.com.co;KR 13 93 71;4.67615266323728;-74.0496415380801
134;21679;teriyki Thai;Carrera 13 No 83 - 66;618 15 19 - ;Chapinero;www.teriyaki.com.co;KR 13 83 66;4.668227803287118;-74.05400263896782
135;21680;teriyki 69;Calle 69 A No 5 - 79;321 02 15 - ;Chapinero;www.teriyaki.com.co;CL 69 A 5 79;4.651723620498515;-74.05609897442449
136;21758;Crepes & Waffles;Avenida calle 39 No 7  -  40 Local 137;676 76 00 Extension 732 - ;Chapinero;www.Crepesywaffles.com;AC 39 7 40;4.6263706332793335;-74.06590572213042
