110;440001;CIP La Maria;KR 3 A 10 26 SUR;KR 3 A 10 26 SUR;VAL DIR;4.57698267898452;-74.0835503908903;VAL COORD
111;1640002;CIP Antonia Santos;CL 4 53 F 18;CL 4 53 F 18;VAL DIR;4.61930833799763;-74.117551613341;VAL COORD
112;1040003;CIP Jairo Anibal Ni�o;CL 52 A 71 20;CL 52 A 71 20;VAL DIR;4.669432135342156;-74.1056705929353;VAL COORD
113;1040004;CIP Camilo Torres;KR 73 BIS 48 33;KR 73 BIS 48 33;VAL DIR;4.6696583874947715;-74.11197479296001;VAL COORD
114;1040005;CIP Hogar Renacer;KR 77 BIS 64 I 50;KR 77 BIS 64 I 50;VAL DIR;4.683124831373827;-74.10490073795427;VAL COORD
115;1440006;Curnna (Centro Unico de Recepcion de Ni�os Ni�as y Adolescentes);AC 1 24 C 10;AC 1 24 C 10;VAL DIR;4.595198082039848;-74.0982533436619;VAL COORD
116;1540007;CIP Alvaro Lopez Pardo;KR 11 B 12 42 SUR;KR 11 B 12 42 SUR;VAL DIR;4.583009261548192;-74.09267659196408;VAL COORD
117;1447001;Centro Noche M�rtires;CL 10 26 69;CL 10 26 69;VAL DIR;4.607778679246816;-74.09226213590361;VAL COORD
118;1046003;Bosque Popular - Centro D�a Engativa;KR 69 47 43;KR 69 47 43;VAL DIR;4.6607954969344725;-74.10467896180212;VAL COORD
119;1146008;Centro D�a Suba;CL 135 140 B 05;CL 135 140 B 05;VAL DIR;4.745310839780741;-74.11565721829867;VAL COORD
120;1446009;Centro D�a  M�rtires;KR 18 B 22 D 40;KR 18 B 22 D 40;VAL DIR;4.61543254156643;-74.0780273124315;VAL COORD
121;746002;Bosa - Centro D�a;KR 100 52 24 SUR;KR 100 52 24 SUR;VAL DIR;4.642768292176268;-74.18862788984704;VAL COORD
122;846004;Lago Timiza - Centro D�a Kennedy;KR 74 42 G 52 SUR;KR 74 42 G 52 SUR;VAL DIR;4.609017653272149;-74.15819162667877;VAL COORD
123;146006;Sim�n Bol�var - Centro D�a Usaqu�n;CL 165 7 52;CL 165 7 52;VAL DIR;4.742214737105801;-74.02406160667822;VAL COORD
124;348010;Centro D�a Santa Fe;KR 2 4 10;KR 2 4 10;VAL DIR;4.44543407606164;-74.1560043598676;VAL COORD
125;1934001;Centro Responsabilidad Penal Adolescente Ciudad Bolivar;KR 44 58 C 90 SUR;KR 44 58 C 90 SUR;VAL DIR;4.575013787557019;-74.15128121593148;VAL COORD
126;1134002;Centro Responsabilidad Penal Adolescente Suba;KR 98 136 43;KR 98 136 43;VAL DIR;4.7373404599856785;-74.09175192163842;VAL COORD
127;472001;San Blas;KR 3 ESTE 18 51 SUR;KR 3 ESTE 18 51 SUR;VAL DIR;4.57229088081348;-74.0856201182545;VAL COORD
128;572002;Usme;KR 3 C ESTE 91 25 SUR;KR 3 C ESTE 91 25 SUR;VAL DIR;4.501921838815118;-74.11016993592204;VAL COORD
129;772003;Bosa;CL 65 SUR 77 G 27;CL 65 SUR 77 G 27;VAL DIR;4.597637753121473;-74.18062452684316;VAL COORD
130;1472004;La Rioja;CL 4 14 14;CL 4 14 14;VAL DIR;4.5956560679974;-74.0859888300482;VAL COORD
131;1972005;Perdomo;AK 70 C 60 B 5 SUR;AK 70 C 60 B 5 SUR;VAL DIR;4.591713123714928;-74.16207252277343;VAL COORD
132;1972006;Arborizadora Alta;KR 43 69 I 25 SUR;KR 43 69 I 25 SUR;VAL DIR;4.569237393698279;-74.15748291218424;VAL COORD
133;170001;Verbenal;TV 18 B 187 43;TV 18 B 187 43;VAL DIR;4.76503946607175;-74.0395146589669;VAL COORD
