1842014;Rafael Uribe Uribe;KR 15 C 31 G 40 SUR;Atenci�n al Adulto Mayor;3665335;Gustavo Restrepo;Rafael Uribe;KR 15 C 31 G 40 SUR;4.575068777260865;-74.11141183435544
1442015;Martires;DG 22 B BIS 20 51;Atenci�n al Adulto Mayor;3684511;Santa Fe;Los M�rtires;DG 22 B BIS 20 51;4.61730535163344;-74.0807010565543
1642016;Puente Aranda - Antonio Nari�o;KR 33 4 A 23;Atenci�n al Adulto Mayor;2373467;Comuneros;Puente Aranda;KR 33 4 A 23;4.607547863526558;-74.10354002159546
1835001;ESCNNA Rafael Uribe Uribe;KR 11 A 30 22 SUR;Atenci�n Especializada ESCNNA;2095532-3135781370;Sosiego Sur;Rafael Uribe;KR 11 A 30 22 SUR;4.5712323562874895;-74.10244307615771
1435002;ESCNNA Martires;KR 19 A 22 B 14;Atenci�n Especializada ESCNNA;3409498;Santa Fe;Los M�rtires;KR 19 A 22 B 14;4.61615074204009;-74.0799393053699
1306013;Teusaquillo;AK 19 32 A 20;Atenci�n Integral a la Primera Infancia en �mbito Familiar;;Teusaquillo;Teusaquillo;AK 19 32 A 20;4.621469660742601;-74.07391103907662
106001;Usaquen;CL 165 7 38;Atenci�n Integral a la Primera Infancia en �mbito Familiar;6709098;Santa Teresa;Usaqu�n;CL 165 7 38;4.741572809891373;-74.02313402617061
206002;Chapinero;CL 50 A 13 58;Atenci�n Integral a la Primera Infancia en �mbito Familiar;2494678;Marly;Chapinero;CL 50 A 13 58;4.6379802704578905;-74.0660269004545
306003;Santafe - Candelaria;KR 2 4 10;Atenci�n Integral a la Primera Infancia en �mbito Familiar;2892602;Lourdes;Santa Fe;KR 2 4 10;4.44543407606164;-74.1560043598676
506005;Usme - Sumapaz;AC 91 SUR 3 C 34 ESTE;Atenci�n Integral a la Primera Infancia en �mbito Familiar;7685865;Charala;Usme;AC 91 SUR 3 C 34 ESTE;4.50140006757026;-74.1096894008225
606006;Tunjuelito;DG 47 A SUR 53 92;Atenci�n Integral a la Primera Infancia en �mbito Familiar;7696933;Venecia;Tunjuelito;DG 47 A SUR 53 92;4.59309191910064;-74.1411310254152
706007;Bosa;CL 73 SUR 81 B 10;Atenci�n Integral a la Primera Infancia en �mbito Familiar;7802711;Gran Colombiano;Bosa;CL 73 SUR 81 B 10;4.611146571433985;-74.19704270587242
806008;Kennedy;CL 38 SUR 94 C 29;Atenci�n Integral a la Primera Infancia en �mbito Familiar;4528215;Galan;Kennedy;CL 38 SUR 94 C 29;4.64577340603798;-74.1713094113848
906009;Fontibon;KR 104 B 22 J 15;Atenci�n Integral a la Primera Infancia en �mbito Familiar;4181948;La Cabana Fontibon;Fontib�n;KR 104 B 22 J 15;4.6819765480389215;-74.14173386116015
1106011;Suba;KR 91 146 C 15;Atenci�n Integral a la Primera Infancia en �mbito Familiar;6921232;Suba Urbano;Suba;KR 91 146 C 15;4.74092069763429;-74.0842818701484
1206012;Barrios Unidos;KR 58 67 D 31;Atenci�n Integral a la Primera Infancia en �mbito Familiar;2509877;Popular Modelo;Barrios Unidos;KR 58 67 D 31;4.66986581547793;-74.0810575015435
1806014;Rafael Uribe Uribe;KR 15 C 31 G 40 SUR;Atenci�n Integral a la Primera Infancia en �mbito Familiar;3665335;Gustavo Restrepo;Rafael Uribe;KR 15 C 31 G 40 SUR;4.575068777260865;-74.11141183435544
1406015;Martires;DG 22 B BIS 20 51;Atenci�n Integral a la Primera Infancia en �mbito Familiar;3684511;Santa Fe;Los M�rtires;DG 22 B BIS 20 51;4.61730535163344;-74.0807010565543
1606016;Puente Aranda - Antonio Nari�o;KR 33 4 A 23;Atenci�n Integral a la Primera Infancia en �mbito Familiar;2373467;Comuneros;Puente Aranda;KR 33 4 A 23;4.607547863526558;-74.10354002159546
316001;CAVIF;KR 13 18 34;Atenci�n victimas violencia intrafamiliar;2811615;La Capuchina;Santa Fe;KR 13 18 34;4.60739998559364;-74.0756313304154
317001;CAIVAS;DG 34 5 18;Atenci�n victimas violencia sexual;232 22 65 288 05 57;La Merced;Santa Fe;DG 34 5 18;4.620838548285613;-74.06513119577168
880001;Centro Amar Chapinero;CL 59 6 24;Centro Amar de Integraci�n;2172029;La Salle;Chapinero;CL 59 6 24;4.6441616867476;-74.0612030663115
880002;Centro Amar Corabastos;AK 80 43 43 SUR;Centro Amar de Integraci�n;4542712;Pastrana;Kennedy;AK 80 43 43 SUR;4.62093443971396;-74.1664300191861
980003;Centro Amar Fontibon;KR 123 A 17 F 56;Centro Amar de Integraci�n;2679367;San Pablo Jerico;Fontib�n;KR 123 A 17 F 56;4.6894193280437895;-74.15723945124459
1880004;Centro Amar Rafael Uribe;TV 5 Q 48 J 24 SUR;Centro Amar de Integraci�n;2797150;Callejon Santa Barbara;Rafael Uribe;TV 5 Q 48 J 24 SUR;4.558086477910832;-74.11388912034506
1480005;Centro Amar Martires I;KR 15 BIS 18 37;Centro Amar de Integraci�n;;La Favorita;Los M�rtires;KR 15 BIS 18 37;4.60877854322715;-74.0775324739235
1480006;Centro Amar Martires II;CL 22 D 17 24;Centro Amar de Integraci�n;;Santa Fe;Los M�rtires;CL 22 D 17 24;4.61335218944277;-74.07687617229091
1780007;Centro Amar Candelaria;CL 9 3 57;Centro Amar de Integraci�n;2813221;Centro Administrativo;Candelaria;CL 9 3 57;4.59456709820252;-74.0733865325005
480008;Centro Amar San Cristobal;CL 31 C SUR 0 25 ESTE;Centro Amar de Integraci�n;;Bello Horizonte;San Crist�bal;CL 31 C SUR 0 25 ESTE;4.561207568643703;-74.0937166535371
580009;Centro Amar Usme;KR 1 A ESTE 75 26 SUR;Centro Amar de Integraci�n;7610679-3104801520;La Andrea;Usme;KR 1 A ESTE 75 26 SUR;4.51449452910285;-74.11473178288821
1180010;Centro Amar Suba;KR 100 A 137 A 05;Centro Amar de Integraci�n;3102682160;La Chucua;Suba;KR 100 A 137 A 05;4.73885814027697;-74.0941718672382
190001;Centro Crecer Usaqu�n;CL 165 7 38;Centro CRECER;6740010;Santa Teresa;Usaqu�n;CL 165 7 38;4.741572809891373;-74.02313402617061
390004;Centro Crecer La Victoria;CL 32 A SUR 7 32 ESTE;Centro CRECER;2081007;Santa Ines Sur;San Crist�bal;CL 32 A SUR 7 32 ESTE;4.557735938029539;-74.08687359188755
590005;Centro Crecer Tejares;KR 2 ESTE 75 A 22 SUR;Centro CRECER;7735924;Santa Librada Norte;Usme;KR 2 ESTE 75 A 22 SUR;4.51460711285475;-74.1111423430122
690006;Centro Crecer Tunjuelito;DG 53 SUR 59 57;Centro CRECER;3124499534;Nuevo Muzu;Tunjuelito;DG 53 SUR 59 57;4.58488311180003;-74.1479896767361
790007;Centro Crecer Bosa;KR 81 C 68 A 24 SUR;Centro CRECER;7808402;Paso Ancho;Bosa;KR 81 C 68 A 24 SUR;4.61062382128751;-74.1919372935997
990009;Centro Crecer  Fontib�n;CL 22 F 106 28;Centro CRECER;3166293961;La Giralda;Fontib�n;CL 22 F 106 28;4.68128969326156;-74.1441565317297
1090010;Centro Crecer Engativ�;KR 70 48 29;Centro CRECER;4340905;Palo Blanco;Engativ�;KR 70 48 29;4.6641939076706;-74.1086572031597
1190011;Centro Crecer La Gaitana;KR 125 B 131 A 10;Centro CRECER;6880085;La Gaitana;Suba;KR 125 B 131 A 10;4.739439875353375;-74.10898028292875
1190012;Centro Crecer  Rinc�n;KR 95 A 130 81;Centro CRECER;6287648;San Cayetano;Suba;KR 95 A 130 81;4.729322455062316;-74.09320652761275
1890013;Centro Crecer Rafael Uribe;CL 31 G SUR 15 63;Centro CRECER;7651256;Gustavo Restrepo;Rafael Uribe;CL 31 G SUR 15 63;4.574564397385505;-74.1106080726125
1490014;Centro Crecer M�rtires;AC 1 24 B 26;Centro CRECER;3330467;El Vergel;Los M�rtires;AC 1 24 B 26;4.594852971336349;-74.09766897687003
1490015;Centro Crecer Arborizadora Alta;KR 21 63 08 SUR;Centro CRECER;2334605;Las Acacias;Ciudad Bol�var;KR 21 63 08 SUR;4.56530844930013;-74.14535824469137
390003;Centro Crecer La Paz;CL 65 A 1 60;Centro CRECER;3166293961;Juan XXIII;Chapinero;CL 65 A 1 60;4.646696367371051;-74.05441099552102
390002;Centro Crecer Lourdes;KR 2 4 10;Centro CRECER;2806136;Lourdes;Santa Fe;KR 2 4 10;4.44543407606164;-74.1560043598676
890008;Centro Crecer Kennedy;KR 74 42 G 52 SUR;Centro CRECER;4542335;Timiza A;Kennedy;KR 74 42 G 52 SUR;4.609017653272149;-74.15819162667877
1296001;Casa de la Juventud Barrios Unidos;KR 55 70 A 33;Centro de Atenci�n al Joven;6607161;San Fernando;Barrios Unidos;KR 55 70 A 33;4.668644000103748;-74.07794715488997
1496002;Casa de la Juventud Martires (Cacma);CL 24 27 A 31;Centro de Atenci�n al Joven;2441084;Samper Mendoza;Los M�rtires;CL 24 27 A 31;4.622483128393413;-74.08125202354495
1596003;Casa de la Juventud Juvenil Restrepo;KR 20 19 26 SUR;Centro de Atenci�n al Joven;2093092;Restrepo;Antonio Nari�o;KR 20 19 26 SUR;4.58503740118561;-74.1031801110785
996004;Casa de la Juventud Fontibon - el Pedregal;KR 112 B 20 C 29;Centro de Atenci�n al Joven;4212260;Belen Fontibon;Fontib�n;KR 112 B 20 C 29;4.684492320455231;-74.14908527684902
465001;Centro de Atenci�n Integral a la Diversidad Sexual M�rtires;KR 14 21 05;Centro de Atenci�n Integral a la Diversidad Sexual;;Santafe;Los M�rtires;KR 14 21 05;4.6102774579956;-74.0756234526775
1365002;CAIDS Sebastian Romero;TV 17 A BIS 36 74;Centro de Atenci�n Integral a la Diversidad Sexual;3384616;Teusaquillo;Teusaquillo;TV 17 A BIS 36 74;4.625912613543613;-74.07229462189291
520005;Centro de Desarrollo Comunitario Julio Cesar Sanchez;AC 91 SUR 3 C 34 ESTE;Centro de Desarrollo Comunitario C.D.C.;;Charala;Usme;AC 91 SUR 3 C 34 ESTE;4.50140006757026;-74.1096894008225
1820011;Centro de Desarrollo Comunitario Samore;CL 41 A SUR 31 46;Centro de Desarrollo Comunitario C.D.C.;2388980;Ingles;Rafael Uribe;CL 41 A SUR 31 46;4.587025721729936;-74.1253074102147
1620014;Centro de Desarrollo Comunitario Asuncion;KR 32 A 1 H 6;Centro de Desarrollo Comunitario C.D.C.;3513806;La Asuncion;Puente Aranda;KR 32 A 1 H 6;4.60345956709834;-74.1056800452443
120001;Centro de Desarrollo Comunitario Simon Bolivar;CL 165 7 52;Centro de Desarrollo Comunitario C.D.C.;6708863;Santa Teresa;Usaqu�n;CL 165 7 52;4.742214737105801;-74.02406160667822
320002;Centro de Desarrollo Comunitario Lourdes;KR 2 3 00;Centro de Desarrollo Comunitario C.D.C.;;Lourdes;Santa Fe;KR 2 3 00;4.58789412484865;-74.0745183392255
620007;Centro de Desarrollo Comunitario Pablo De Tarso;DG 47 A SUR 53 92;Centro de Desarrollo Comunitario C.D.C.;;Venecia;Tunjuelito;DG 47 A SUR 53 92;4.59309191910064;-74.1411310254152
702008;Centro de Desarrollo Comunitario El Porvenir;KR 100 52 24 SUR;Centro de Desarrollo Comunitario C.D.C.;SIN INFORMACION;Parcela El Porvenir;Bosa;KR 100 52 24 SUR;4.642768292176268;-74.18862788984704
920009;Centro de Desarrollo Comunitario La Giralda;KR 104 B 22 J 15;Centro de Desarrollo Comunitario C.D.C.;7172740 7153840;La Giralda;Fontib�n;KR 104 B 22 J 15;4.6819765480389215;-74.14173386116015
1820012;Centro de Desarrollo Comunitario Colinas;KR 15 C 31 G 40 SUR;Centro de Desarrollo Comunitario C.D.C.;3665335;Gustavo Restrepo;Rafael Uribe;KR 15 C 31 G 40 SUR;4.575068777260865;-74.11141183435544
820016;Centro de Desarrollo Comunitario Lago Timiza;KR 74 42 G 52 SUR;Centro de Desarrollo Comunitario C.D.C.;;Timiza A;Kennedy;KR 74 42 G 52 SUR;4.609017653272149;-74.15819162667877
820017;Centro de Desarrollo Comunitario Bellavista;CL 38 SUR 94 C 29;Centro de Desarrollo Comunitario C.D.C.;4528215;Galan;Kennedy;CL 38 SUR 94 C 29;4.64577340603798;-74.1713094113848
820018;Centro de Desarrollo Comunitario Kennedy;AK 80 43 43 SUR;Centro de Desarrollo Comunitario C.D.C.;;Pastrana;Kennedy;AK 80 43 43 SUR;4.62093443971396;-74.1664300191861
1614018;Cundinamarca;CL 19 A 34 94;Centro de emergencias;3682246;Cundinamarca;Puente Aranda;CL 19 A 34 94;4.62263596580815;-74.0915681253697
1003003;Discapacidad Cognitiva - Apoyos Extensos;CL 71 A 95 31;Centro de Protecci�n INTEGRARTE;2527780;Los Alamos;Engativ�;CL 71 A 95 31;4.698753561227453;-74.1142344083263
1003006;Discapacidad Cognitiva Leve y Moderada;KR 69 F 65 83;Centro de Protecci�n INTEGRARTE;;La Estrada;Engativ�;KR 69 F 65 83;4.67596992024312;-74.094150121386
403001;Discapacidad Cognitiva - Apoyos Generalizados;AC 11 SUR 1 B 10 ESTE;Centro de Protecci�n INTEGRARTE;SIN INFORMACION;La Maria;San Crist�bal;AC 11 SUR 1 B 10 ESTE;4.574827944014608;-74.08035480837768
903002;Discapacidad Cognitiva - Apoyos Intermitentes o Limitados;CL 22 G 96 I 42;Centro de Protecci�n INTEGRARTE;SIN INFORMACION;Ferrocaja Fontibon;Fontib�n;CL 22 G 96 I 42;4.675438450917093;-74.13794304702516
1103004;Discapacidad Fidica y Discapacidad Cognitiva -Apoyos Extensos;KR 90 149 73;Centro de Protecci�n INTEGRARTE;5366355;Suba Urbano;Suba;KR 90 149 73;4.74493953392371;-74.0828632714784
903005;Discapacidad Cognitiva - Apoyos Intermitentes o Limitados;CL 23 H BIS 104 B 79;Centro de Protecci�n INTEGRARTE;;La Cabana Fontibon;Fontib�n;CL 23 H BIS 104 B 79;4.684927608894039;-74.13944797436888
1303007;Discapacidad Cognitiva Leve y Moderada;KR 26 61 F 19;Centro de Protecci�n INTEGRARTE;;Campin;Teusaquillo;KR 26 61 F 19;4.650012870575708;-74.0738188736659
1503008;Discapacidad Cognitiva Leve y Moderada;KR 12 B 7 6 SUR;Centro de Protecci�n INTEGRARTE;;Ciudad Berna;Antonio Nari�o;KR 12 B 7 6 SUR;4.586497532848917;-74.09118563334287
803009;Discapacidad Cognitiva Leve y Moderada;TV 78 H 45 59 SUR;Centro de Protecci�n INTEGRARTE;;Pastrana;Kennedy;TV 78 H 45 59 SUR;4.614822260982567;-74.16529771144305
1803010;Discapacidad M�ltiple;CL 24 SUR 24 G 43;Centro de Protecci�n INTEGRARTE;;Centenario;Rafael Uribe;CL 24 SUR 24 G 43;4.58641676340827;-74.1084226051438
111001;Usaquen;CL 165 7 38;Centro de Respiro;6709098;Santa Teresa;Usaqu�n;CL 165 7 38;4.741572809891373;-74.02313402617061
1311013;Teusaquillo;AK 19 32 A 20;Centro de Respiro;;Teusaquillo;Teusaquillo;AK 19 32 A 20;4.621469660742601;-74.07391103907662
211002;Chapinero;CL 50 A 13 58;Centro de Respiro;2494678;Marly;Chapinero;CL 50 A 13 58;4.6379802704578905;-74.0660269004545
311003;Santafe - Candelaria;KR 2 4 10;Centro de Respiro;2892602;Lourdes;Santa Fe;KR 2 4 10;4.44543407606164;-74.1560043598676
511005;Usme - Sumapaz;AC 91 SUR 3 C 34 ESTE;Centro de Respiro;7685865;Charala;Usme;AC 91 SUR 3 C 34 ESTE;4.50140006757026;-74.1096894008225
611006;Tunjuelito;DG 47 A SUR 53 92;Centro de Respiro;7696933;Venecia;Tunjuelito;DG 47 A SUR 53 92;4.59309191910064;-74.1411310254152
711007;Bosa;CL 73 SUR 81 B 10;Centro de Respiro;7802711;Gran Colombiano;Bosa;CL 73 SUR 81 B 10;4.611146571433985;-74.19704270587242
811008;Kennedy;CL 38 SUR 94 C 29;Centro de Respiro;4528215;Galan;Kennedy;CL 38 SUR 94 C 29;4.64577340603798;-74.1713094113848
911009;Fontibon;KR 104 B 22 J 15;Centro de Respiro;4181948;La Cabana Fontibon;Fontib�n;KR 104 B 22 J 15;4.6819765480389215;-74.14173386116015
1111011;Suba;KR 91 146 C 15;Centro de Respiro;6921232;Suba Urbano;Suba;KR 91 146 C 15;4.74092069763429;-74.0842818701484
1211012;Barrios Unidos;KR 58 67 D 31;Centro de Respiro;2509877;Popular Modelo;Barrios Unidos;KR 58 67 D 31;4.66986581547793;-74.0810575015435
1811014;Rafael Uribe Uribe;KR 15 C 31 G 40 SUR;Centro de Respiro;3665335;Gustavo Restrepo;Rafael Uribe;KR 15 C 31 G 40 SUR;4.575068777260865;-74.11141183435544
1411015;Martires;DG 22 B BIS 20 51;Centro de Respiro;3684511;Santa Fe;Los M�rtires;DG 22 B BIS 20 51;4.61730535163344;-74.0807010565543
1611016;Puente Aranda - Antonio Nari�o;KR 33 4 A 23;Centro de Respiro;2373467;Comuneros;Puente Aranda;KR 33 4 A 23;4.607547863526558;-74.10354002159546
297001;Juan XXIII;CL 65 A 1 60;Centro de Servicios;3490030;Juan XXIII;Chapinero;CL 65 A 1 60;4.646696367371051;-74.05441099552102
440001;CIP La Maria;KR 3 A 10 26 SUR;Centro Integral de Protecci�n;2467319 - 2334960 - 2334825;La Maria;San Crist�bal;KR 3 A 10 26 SUR;4.57698267898452;-74.0835503908903
1640002;CIP Antonia Santos;CL 4 53 F 18;Centro Integral de Protecci�n;2624374;Colon;Puente Aranda;CL 4 53 F 18;4.61930833799763;-74.117551613341
1040003;CIP Jairo Anibal Ni�o;CL 52 A 71 20;Centro Integral de Protecci�n;2637871;Normandia;Engativ�;CL 52 A 71 20;4.669432135342156;-74.1056705929353
1040004;CIP Camilo Torres;KR 73 BIS 48 33;Centro Integral de Protecci�n;2631602  4100002;Normandia Occidental;Engativ�;KR 73 BIS 48 33;4.6696583874947715;-74.11197479296001
1040005;CIP Hogar Renacer;KR 77 BIS 64 I 50;Centro Integral de Protecci�n;4301958  - 4301463 - 4372912;El Real;Engativ�;KR 77 BIS 64 I 50;4.683124831373827;-74.10490073795427
1440006;Curnna (Centro Unico de Recepcion de Ni�os Ni�as y Adolescentes);AC 1 24 C 10;Centro Integral de Protecci�n;2466025 - 2896007 - 2874780 - 3373277- 2896302 - 2461276;El Vergel;Los M�rtires;AC 1 24 C 10;4.595198082039848;-74.0982533436619
1540007;CIP Alvaro Lopez Pardo;KR 11 B 12 42 SUR;Centro Integral de Protecci�n;3336380;Caracas;Antonio Nari�o;KR 11 B 12 42 SUR;4.583009261548192;-74.09267659196408
1447001;Centro Noche M�rtires;CL 10 26 69;Centro Noche;2019166;Ricaurte;Los M�rtires;CL 10 26 69;4.607778679246816;-74.09226213590361
1046003;Bosque Popular - Centro D�a Engativa;KR 69 47 43;Centros D�a;3279797;Jardin Botanico;Engativ�;KR 69 47 43;4.6607954969344725;-74.10467896180212
1146008;Centro D�a Suba;CL 135 140 B 05;Centros D�a;3107691453;San Pedro;Suba;CL 135 140 B 05;4.745310839780741;-74.11565721829867
1446009;Centro D�a  M�rtires;KR 18 B 22 D 40;Centros D�a;3103065811;Santa Fe;Los M�rtires;KR 18 B 22 D 40;4.61543254156643;-74.0780273124315
746002;Bosa - Centro D�a;KR 100 52 24 SUR;Centros D�a;3279797/1941;Parcela El Porvenir;Bosa;KR 100 52 24 SUR;4.642768292176268;-74.18862788984704
846004;Lago Timiza - Centro D�a Kennedy;KR 74 42 G 52 SUR;Centros D�a;4542329-4542328;Timiza A;Kennedy;KR 74 42 G 52 SUR;4.609017653272149;-74.15819162667877
146006;Sim�n Bol�var - Centro D�a Usaqu�n;CL 165 7 52;Centros D�a;6718137 - 6724183;Santa Teresa;Usaqu�n;CL 165 7 52;4.742214737105801;-74.02406160667822
348010;Centro D�a Santa Fe;KR 2 4 10;Centros D�a;3114613236;Lourdes;Santa Fe;KR 2 4 10;4.44543407606164;-74.1560043598676
1934001;Centro Responsabilidad Penal Adolescente Ciudad Bolivar;KR 44 58 C 90 SUR;Centros Forjar;7160402-3118680980;Arborizadora Baja;Ciudad Bol�var;KR 44 58 C 90 SUR;4.575013787557019;-74.15128121593148
1134002;Centro Responsabilidad Penal Adolescente Suba;KR 98 136 43;Centros Forjar;3231415;La Chucua;Suba;KR 98 136 43;4.7373404599856785;-74.09175192163842
472001;San Blas;KR 3 ESTE 18 51 SUR;Comedor Comunitario IDIPRON;SIN INFORMACION;Velodromo;San Crist�bal;KR 3 ESTE 18 51 SUR;4.57229088081348;-74.0856201182545
572002;Usme;KR 3 C ESTE 91 25 SUR;Comedor Comunitario IDIPRON;3168283785;El Virrey;Usme;KR 3 C ESTE 91 25 SUR;4.501921838815118;-74.11016993592204
772003;Bosa;CL 65 SUR 77 G 27;Comedor Comunitario IDIPRON;3158376456 - 3280772;Gualoche;Bosa;CL 65 SUR 77 G 27;4.597637753121473;-74.18062452684316
1472004;La Rioja;CL 4 14 14;Comedor Comunitario IDIPRON;3142730404;Eduardo Santos;Los M�rtires;CL 4 14 14;4.5956560679974;-74.0859888300482
1972005;Perdomo;AK 70 C 60 B 5 SUR;Comedor Comunitario IDIPRON;3142968582;Rincon De La Valvanera;Ciudad Bol�var;AK 70 C 60 B 5 SUR;4.591713123714928;-74.16207252277343
1972006;Arborizadora Alta;KR 43 69 I 25 SUR;Comedor Comunitario IDIPRON;SIN INFORMACION;Arborizadora Alta;Ciudad Bol�var;KR 43 69 I 25 SUR;4.569237393698279;-74.15748291218424
170001;Verbenal;TV 18 B 187 43;Comedor Comunitario SDIS;6698579;El Cerezo;Usaqu�n;TV 18 B 187 43;4.76503946607175;-74.0395146589669
170002;Estrellita;CL 189 B 3 A 23;Comedor Comunitario SDIS;6787154;Buenavista;Usaqu�n;CL 189 B 3 A 23;4.76647397074414;-74.0240812818658
170003;Soratama;CL 167 C 2 A 7;Comedor Comunitario SDIS;6796145;La Cita Rural;Usaqu�n;CL 167 C 2 A 7;4.74374096801814;-74.0178883701475
370004;La Paz;CL 23 B 1 40;Comedor Comunitario SDIS;3005563001;Bosque Izquierdo;Santa Fe;CL 23 B 1 40;4.6070650311323;-74.0651239719783
270005;Lourdes;AV CARACAS 56 32;Comedor Comunitario SDIS;3144443303;Chapinero Central;Chapinero;AV CARACAS 56 32;4.64356089090869;-74.0655509714771
270007;Moraci;CL 98 5 78 ESTE;Comedor Comunitario SDIS;3144443303;San Luis Altos del Cabo;Chapinero;CL 98 5 78 ESTE;4.669788650734194;-74.02246830410267
470008;El Triunfo;KR 3 ESTE 50 A 43 SUR;Comedor Comunitario SDIS;4013121;Arrayanes I;San Crist�bal;KR 3 ESTE 50 A 43 SUR;4.539609530516607;-74.09771817914721
1470010;Santa Fe;KR 15 23 27;Comedor Comunitario SDIS;2433020;Santa Fe;Los M�rtires;KR 15 23 27;4.61233545258623;-74.07523398281194
370011;Ramirez;KR 1 2 B 21;Comedor Comunitario SDIS;2805203;Lourdes;Santa Fe;KR 1 2 B 21;4.587423760608741;-74.07426655775093
370012;Aguas I y Aguas II;CL 22 0 24 ESTE;Comedor Comunitario SDIS;3479111;Las Aguas;Santa Fe;CL 22 0 24 ESTE;4.604441793413194;-74.06510015877242
370013;Perseverancia;CL 31 4 55;Comedor Comunitario SDIS;3115060243;La Macarena;Santa Fe;CL 31 4 55;4.616360843654645;-74.06536156244107
370014;Cruces II;KR 9 1 C 70;Comedor Comunitario SDIS;3144443303;Las Cruces;Santa Fe;KR 9 1 C 70;4.5899199371132005;-74.08269602978349
370015;Veracruz;KR 12 20 81;Comedor Comunitario SDIS;3115514217;La Alameda;Santa Fe;KR 12 20 81;4.608998098854163;-74.07352199388755
370016;Alameda;CL 23 12 75;Comedor Comunitario SDIS;3133050935;La Alameda;Santa Fe;CL 23 12 75;4.61032034529264;-74.0730180947797
470017;Juan Rey;TV 14 ESTE 69 A 84 SUR;Comedor Comunitario SDIS;3653107;Juan Rey (La Paz);San Crist�bal;TV 14 ESTE 69 A 84 SUR;4.521880266156646;-74.08801432555579
470018;San Martin de Loba;DG 41 SUR 2 A 77;Comedor Comunitario SDIS;2063601;San Martin Sur;San Crist�bal;DG 41 SUR 2 A 77;4.55408646501333;-74.1007272468997
470019;Antioquia;TV 7 B ESTE 48 9 SUR;Comedor Comunitario SDIS;3102174098;El Paraiso;San Crist�bal;TV 7 B ESTE 48 9 SUR;4.540848562251882;-74.09238873202777
